t,l,u,R,v,phi,x,y
3.6855e+12,9.67611,3.28142,8.37658e+07,3.21159,9.96952,-7.16417e+07,-4.3407e+07
3.68789e+12,9.68239,3.28493,8.37539e+07,3.21335,9.97136,-7.15513e+07,-4.35331e+07
3.69029e+12,9.68867,3.28843,8.37417e+07,3.21511,9.97321,-7.14603e+07,-4.36589e+07
3.69268e+12,9.69495,3.29194,8.37292e+07,3.21687,9.97506,-7.13688e+07,-4.37845e+07
3.69507e+12,9.70124,3.29545,8.37165e+07,3.21864,9.97691,-7.12768e+07,-4.39098e+07
3.69746e+12,9.70752,3.29896,8.37034e+07,3.2204,9.97876,-7.11843e+07,-4.40347e+07
3.69986e+12,9.7138,3.30247,8.36901e+07,3.22216,9.98061,-7.10913e+07,-4.41594e+07
3.70225e+12,9.72009,3.30598,8.36764e+07,3.22393,9.98247,-7.09978e+07,-4.42838e+07
3.70464e+12,9.72637,3.30949,8.36625e+07,3.22569,9.98432,-7.09038e+07,-4.4408e+07
3.70704e+12,9.73265,3.31301,8.36483e+07,3.22746,9.98618,-7.08093e+07,-4.45318e+07
3.70943e+12,9.73894,3.31652,8.36337e+07,3.22922,9.98803,-7.07142e+07,-4.46553e+07
3.71182e+12,9.74522,3.32004,8.36189e+07,3.23099,9.98989,-7.06187e+07,-4.47786e+07
3.71422e+12,9.7515,3.32355,8.36038e+07,3.23276,9.99174,-7.05227e+07,-4.49015e+07
3.71661e+12,9.75779,3.32707,8.35884e+07,3.23453,9.9936,-7.04261e+07,-4.50242e+07
3.719e+12,9.76407,3.33059,8.35726e+07,3.2363,9.99546,-7.03291e+07,-4.51465e+07
3.7214e+12,9.77035,3.33411,8.35566e+07,3.23807,9.99732,-7.02315e+07,-4.52686e+07
3.72379e+12,9.77664,3.33763,8.35403e+07,3.23985,9.99918,-7.01334e+07,-4.53904e+07
3.72618e+12,9.78292,3.34115,8.35237e+07,3.24162,10.001,-7.00349e+07,-4.55119e+07
3.72858e+12,9.7892,3.34467,8.35068e+07,3.24339,10.0029,-6.99358e+07,-4.5633e+07
3.73097e+12,9.79549,3.34819,8.34896e+07,3.24517,10.0048,-6.98362e+07,-4.57539e+07
3.73336e+12,9.80177,3.35172,8.34721e+07,3.24695,10.0066,-6.97361e+07,-4.58745e+07
3.73576e+12,9.80805,3.35524,8.34543e+07,3.24872,10.0085,-6.96355e+07,-4.59948e+07
3.73815e+12,9.81434,3.35877,8.34362e+07,3.2505,10.0104,-6.95344e+07,-4.61148e+07
3.74054e+12,9.82062,3.3623,8.34178e+07,3.25228,10.0122,-6.94328e+07,-4.62345e+07
3.74294e+12,9.8269,3.36583,8.33991e+07,3.25406,10.0141,-6.93307e+07,-4.63538e+07
3.74533e+12,9.83319,3.36936,8.33802e+07,3.25585,10.016,-6.9228e+07,-4.64729e+07
3.74772e+12,9.83947,3.37289,8.33609e+07,3.25763,10.0179,-6.91249e+07,-4.65917e+07
3.75011e+12,9.84575,3.37642,8.33413e+07,3.25941,10.0197,-6.90212e+07,-4.67102e+07
3.75251e+12,9.85203,3.37996,8.33214e+07,3.2612,10.0216,-6.89171e+07,-4.68283e+07
3.7549e+12,9.85832,3.38349,8.33012e+07,3.26299,10.0235,-6.88124e+07,-4.69462e+07
3.75729e+12,9.8646,3.38703,8.32807e+07,3.26478,10.0254,-6.87072e+07,-4.70638e+07
3.75969e+12,9.87088,3.39057,8.326e+07,3.26657,10.0272,-6.86016e+07,-4.7181e+07
3.76208e+12,9.87717,3.39411,8.32389e+07,3.26836,10.0291,-6.84954e+07,-4.7298e+07
3.76447e+12,9.88345,3.39765,8.32175e+07,3.27015,10.031,-6.83887e+07,-4.74146e+07
3.76687e+12,9.88973,3.40119,8.31958e+07,3.27194,10.0329,-6.82815e+07,-4.75309e+07
3.76926e+12,9.89602,3.40474,8.31738e+07,3.27374,10.0348,-6.81737e+07,-4.76469e+07
3.77165e+12,9.9023,3.40828,8.31516e+07,3.27553,10.0367,-6.80655e+07,-4.77626e+07
3.77405e+12,9.90858,3.41183,8.3129e+07,3.27733,10.0385,-6.79568e+07,-4.7878e+07
3.77644e+12,9.91487,3.41538,8.31061e+07,3.27913,10.0404,-6.78475e+07,-4.79931e+07
3.77883e+12,9.92115,3.41893,8.30829e+07,3.28093,10.0423,-6.77378e+07,-4.81079e+07
3.78123e+12,9.92743,3.42248,8.30594e+07,3.28273,10.0442,-6.76275e+07,-4.82223e+07
3.78362e+12,9.93372,3.42603,8.30356e+07,3.28454,10.0461,-6.75167e+07,-4.83364e+07
3.78601e+12,9.94,3.42959,8.30116e+07,3.28634,10.048,-6.74054e+07,-4.84502e+07
3.78841e+12,9.94628,3.43315,8.29872e+07,3.28815,10.0499,-6.72936e+07,-4.85637e+07
3.7908e+12,9.95257,3.4367,8.29625e+07,3.28996,10.0518,-6.71813e+07,-4.86769e+07
3.79319e+12,9.95885,3.44026,8.29375e+07,3.29177,10.0537,-6.70685e+07,-4.87898e+07
3.79559e+12,9.96513,3.44382,8.29122e+07,3.29358,10.0556,-6.69552e+07,-4.89023e+07
3.79798e+12,9.97142,3.44739,8.28866e+07,3.29539,10.0575,-6.68413e+07,-4.90145e+07
3.80037e+12,9.9777,3.45095,8.28607e+07,3.2972,10.0594,-6.67269e+07,-4.91264e+07
3.80276e+12,9.98398,3.45452,8.28345e+07,3.29902,10.0613,-6.66121e+07,-4.9238e+07
3.80516e+12,9.99026,3.45809,8.2808e+07,3.30084,10.0632,-6.64967e+07,-4.93493e+07
3.80755e+12,9.99655,3.46166,8.27811e+07,3.30266,10.0651,-6.63808e+07,-4.94602e+07
3.80994e+12,10.0028,3.46523,8.2754e+07,3.30448,10.067,-6.62644e+07,-4.95708e+07
3.81234e+12,10.0091,3.46881,8.27266e+07,3.3063,10.069,-6.61474e+07,-4.96811e+07
3.81473e+12,10.0154,3.47238,8.26989e+07,3.30813,10.0709,-6.603e+07,-4.9791e+07
3.81712e+12,10.0217,3.47596,8.26708e+07,3.30995,10.0728,-6.5912e+07,-4.99006e+07
3.81952e+12,10.028,3.47954,8.26425e+07,3.31178,10.0747,-6.57936e+07,-5.00099e+07
3.82191e+12,10.0342,3.48312,8.26139e+07,3.31361,10.0766,-6.56746e+07,-5.01189e+07
3.8243e+12,10.0405,3.4867,8.25849e+07,3.31544,10.0786,-6.55551e+07,-5.02275e+07
3.8267e+12,10.0468,3.49029,8.25557e+07,3.31728,10.0805,-6.5435e+07,-5.03358e+07
3.82909e+12,10.0531,3.49388,8.25261e+07,3.31911,10.0824,-6.53145e+07,-5.04437e+07
3.83148e+12,10.0594,3.49747,8.24962e+07,3.32095,10.0843,-6.51934e+07,-5.05514e+07
3.83388e+12,10.0657,3.50106,8.2466e+07,3.32279,10.0863,-6.50719e+07,-5.06586e+07
3.83627e+12,10.0719,3.50465,8.24356e+07,3.32463,10.0882,-6.49498e+07,-5.07656e+07
3.83866e+12,10.0782,3.50825,8.24048e+07,3.32647,10.0901,-6.48272e+07,-5.08722e+07
3.84106e+12,10.0845,3.51185,8.23737e+07,3.32832,10.0921,-6.4704e+07,-5.09785e+07
3.84345e+12,10.0908,3.51545,8.23422e+07,3.33017,10.094,-6.45804e+07,-5.10844e+07
3.84584e+12,10.0971,3.51905,8.23105e+07,3.33202,10.096,-6.44562e+07,-5.119e+07
3.84824e+12,10.1034,3.52265,8.22785e+07,3.33387,10.0979,-6.43316e+07,-5.12953e+07
3.85063e+12,10.1096,3.52626,8.22462e+07,3.33572,10.0999,-6.42063e+07,-5.14002e+07
3.85302e+12,10.1159,3.52987,8.22135e+07,3.33758,10.1018,-6.40806e+07,-5.15047e+07
3.85541e+12,10.1222,3.53348,8.21806e+07,3.33944,10.1038,-6.39544e+07,-5.16089e+07
3.85781e+12,10.1285,3.53709,8.21473e+07,3.3413,10.1057,-6.38276e+07,-5.17128e+07
3.8602e+12,10.1348,3.54071,8.21137e+07,3.34316,10.1077,-6.37003e+07,-5.18163e+07
3.86259e+12,10.1411,3.54433,8.20798e+07,3.34502,10.1096,-6.35725e+07,-5.19195e+07
3.86499e+12,10.1473,3.54795,8.20456e+07,3.34689,10.1116,-6.34442e+07,-5.20223e+07
3.86738e+12,10.1536,3.55157,8.20111e+07,3.34876,10.1135,-6.33153e+07,-5.21248e+07
3.86977e+12,10.1599,3.5552,8.19763e+07,3.35063,10.1155,-6.31859e+07,-5.22269e+07
3.87217e+12,10.1662,3.55882,8.19411e+07,3.3525,10.1175,-6.3056e+07,-5.23287e+07
3.87456e+12,10.1725,3.56245,8.19057e+07,3.35438,10.1194,-6.29256e+07,-5.24301e+07
3.87695e+12,10.1788,3.56609,8.18699e+07,3.35626,10.1214,-6.27946e+07,-5.25312e+07
3.87935e+12,10.185,3.56972,8.18339e+07,3.35814,10.1234,-6.26631e+07,-5.26319e+07
3.88174e+12,10.1913,3.57336,8.17975e+07,3.36002,10.1254,-6.25311e+07,-5.27322e+07
3.88413e+12,10.1976,3.577,8.17608e+07,3.36191,10.1273,-6.23986e+07,-5.28322e+07
3.88653e+12,10.2039,3.58064,8.17237e+07,3.36379,10.1293,-6.22655e+07,-5.29318e+07
3.88892e+12,10.2102,3.58429,8.16864e+07,3.36569,10.1313,-6.21319e+07,-5.30311e+07
3.89131e+12,10.2165,3.58794,8.16487e+07,3.36758,10.1333,-6.19978e+07,-5.313e+07
3.89371e+12,10.2227,3.59159,8.16108e+07,3.36947,10.1353,-6.18631e+07,-5.32285e+07
3.8961e+12,10.229,3.59524,8.15725e+07,3.37137,10.1373,-6.17279e+07,-5.33267e+07
3.89849e+12,10.2353,3.5989,8.15339e+07,3.37327,10.1393,-6.15922e+07,-5.34245e+07
3.90089e+12,10.2416,3.60256,8.1495e+07,3.37518,10.1413,-6.1456e+07,-5.35219e+07
3.90328e+12,10.2479,3.60622,8.14557e+07,3.37708,10.1433,-6.13192e+07,-5.3619e+07
3.90567e+12,10.2542,3.60988,8.14162e+07,3.37899,10.1453,-6.11819e+07,-5.37157e+07
3.90806e+12,10.2604,3.61355,8.13763e+07,3.3809,10.1473,-6.1044e+07,-5.3812e+07
3.91046e+12,10.2667,3.61722,8.13361e+07,3.38282,10.1493,-6.09057e+07,-5.39079e+07
3.91285e+12,10.273,3.62089,8.12956e+07,3.38473,10.1513,-6.07667e+07,-5.40035e+07
3.91524e+12,10.2793,3.62457,8.12548e+07,3.38665,10.1533,-6.06273e+07,-5.40987e+07
3.91764e+12,10.2856,3.62825,8.12136e+07,3.38858,10.1554,-6.04873e+07,-5.41935e+07
3.92003e+12,10.2919,3.63193,8.11722e+07,3.3905,10.1574,-6.03468e+07,-5.4288e+07
3.92242e+12,10.2981,3.63562,8.11304e+07,3.39243,10.1594,-6.02057e+07,-5.4382e+07
3.92482e+12,10.3044,3.63931,8.10882e+07,3.39436,10.1614,-6.00641e+07,-5.44757e+07
3.92721e+12,10.3107,3.643,8.10458e+07,3.3963,10.1635,-5.9922e+07,-5.4569e+07
3.9296e+12,10.317,3.64669,8.10031e+07,3.39823,10.1655,-5.97793e+07,-5.46619e+07
3.932e+12,10.3233,3.65039,8.096e+07,3.40017,10.1675,-5.96361e+07,-5.47545e+07
3.93439e+12,10.3296,3.65409,8.09166e+07,3.40212,10.1696,-5.94923e+07,-5.48466e+07
3.93678e+12,10.3358,3.65779,8.08728e+07,3.40406,10.1716,-5.9348e+07,-5.49384e+07
3.93918e+12,10.3421,3.6615,8.08288e+07,3.40601,10.1737,-5.92032e+07,-5.50297e+07
3.94157e+12,10.3484,3.66521,8.07844e+07,3.40796,10.1757,-5.90578e+07,-5.51207e+07
3.94396e+12,10.3547,3.66892,8.07397e+07,3.40992,10.1778,-5.89119e+07,-5.52113e+07
3.94636e+12,10.361,3.67264,8.06947e+07,3.41188,10.1798,-5.87654e+07,-5.53015e+07
3.94875e+12,10.3673,3.67636,8.06493e+07,3.41384,10.1819,-5.86184e+07,-5.53913e+07
3.95114e+12,10.3735,3.68008,8.06036e+07,3.41581,10.1839,-5.84708e+07,-5.54807e+07
3.95354e+12,10.3798,3.68381,8.05576e+07,3.41777,10.186,-5.83227e+07,-5.55697e+07
3.95593e+12,10.3861,3.68754,8.05113e+07,3.41975,10.1881,-5.81741e+07,-5.56583e+07
3.95832e+12,10.3924,3.69127,8.04646e+07,3.42172,10.1902,-5.80249e+07,-5.57465e+07
3.96071e+12,10.3987,3.69501,8.04176e+07,3.4237,10.1922,-5.78751e+07,-5.58342e+07
3.96311e+12,10.405,3.69875,8.03703e+07,3.42568,10.1943,-5.77248e+07,-5.59216e+07
3.9655e+12,10.4112,3.70249,8.03226e+07,3.42767,10.1964,-5.7574e+07,-5.60086e+07
3.96789e+12,10.4175,3.70624,8.02746e+07,3.42966,10.1985,-5.74225e+07,-5.60952e+07
3.97029e+12,10.4238,3.70999,8.02263e+07,3.43165,10.2006,-5.72706e+07,-5.61814e+07
3.97268e+12,10.4301,3.71375,8.01777e+07,3.43364,10.2027,-5.71181e+07,-5.62671e+07
3.97507e+12,10.4364,3.71751,8.01287e+07,3.43564,10.2048,-5.6965e+07,-5.63524e+07
3.97747e+12,10.4427,3.72127,8.00794e+07,3.43765,10.2069,-5.68114e+07,-5.64374e+07
3.97986e+12,10.4489,3.72503,8.00297e+07,3.43965,10.209,-5.66572e+07,-5.65219e+07
3.98225e+12,10.4552,3.7288,7.99798e+07,3.44166,10.2111,-5.65024e+07,-5.6606e+07
3.98465e+12,10.4615,3.73258,7.99294e+07,3.44368,10.2132,-5.63471e+07,-5.66896e+07
3.98704e+12,10.4678,3.73635,7.98788e+07,3.4457,10.2153,-5.61913e+07,-5.67729e+07
3.98943e+12,10.4741,3.74013,7.98278e+07,3.44772,10.2174,-5.60349e+07,-5.68557e+07
3.99183e+12,10.4804,3.74392,7.97765e+07,3.44974,10.2196,-5.58779e+07,-5.69381e+07
3.99422e+12,10.4866,3.74771,7.97248e+07,3.45177,10.2217,-5.57203e+07,-5.70201e+07
3.99661e+12,10.4929,3.7515,7.96728e+07,3.4538,10.2238,-5.55622e+07,-5.71016e+07
3.99901e+12,10.4992,3.7553,7.96205e+07,3.45584,10.226,-5.54036e+07,-5.71828e+07
4.0014e+12,10.5055,3.7591,7.95678e+07,3.45788,10.2281,-5.52443e+07,-5.72634e+07
4.00379e+12,10.5118,3.7629,7.95148e+07,3.45993,10.2303,-5.50845e+07,-5.73437e+07
4.00619e+12,10.5181,3.76671,7.94614e+07,3.46198,10.2324,-5.49241e+07,-5.74235e+07
4.00858e+12,10.5243,3.77052,7.94077e+07,3.46403,10.2346,-5.47632e+07,-5.75029e+07
4.01097e+12,10.5306,3.77434,7.93537e+07,3.46609,10.2367,-5.46017e+07,-5.75818e+07
4.01336e+12,10.5369,3.77816,7.92993e+07,3.46815,10.2389,-5.44396e+07,-5.76603e+07
4.01576e+12,10.5432,3.78199,7.92446e+07,3.47021,10.2411,-5.4277e+07,-5.77384e+07
4.01815e+12,10.5495,3.78582,7.91896e+07,3.47228,10.2432,-5.41137e+07,-5.7816e+07
4.02054e+12,10.5558,3.78965,7.91341e+07,3.47436,10.2454,-5.39499e+07,-5.78932e+07
4.02294e+12,10.562,3.79349,7.90784e+07,3.47643,10.2476,-5.37856e+07,-5.79699e+07
4.02533e+12,10.5683,3.79733,7.90223e+07,3.47852,10.2498,-5.36206e+07,-5.80461e+07
4.02772e+12,10.5746,3.80118,7.89659e+07,3.4806,10.252,-5.34551e+07,-5.81219e+07
4.03012e+12,10.5809,3.80503,7.89091e+07,3.48269,10.2542,-5.3289e+07,-5.81973e+07
4.03251e+12,10.5872,3.80889,7.88519e+07,3.48479,10.2564,-5.31223e+07,-5.82722e+07
4.0349e+12,10.5935,3.81275,7.87945e+07,3.48689,10.2586,-5.2955e+07,-5.83466e+07
4.0373e+12,10.5997,3.81662,7.87366e+07,3.489,10.2608,-5.27872e+07,-5.84206e+07
4.03969e+12,10.606,3.82049,7.86784e+07,3.49111,10.263,-5.26187e+07,-5.84941e+07
4.04208e+12,10.6123,3.82436,7.86199e+07,3.49322,10.2652,-5.24497e+07,-5.85672e+07
4.04448e+12,10.6186,3.82824,7.8561e+07,3.49534,10.2674,-5.22801e+07,-5.86398e+07
4.04687e+12,10.6249,3.83212,7.85018e+07,3.49746,10.2697,-5.21099e+07,-5.87119e+07
4.04926e+12,10.6311,3.83601,7.84422e+07,3.49959,10.2719,-5.19391e+07,-5.87836e+07
4.05166e+12,10.6374,3.83991,7.83823e+07,3.50172,10.2742,-5.17678e+07,-5.88547e+07
4.05405e+12,10.6437,3.8438,7.8322e+07,3.50386,10.2764,-5.15958e+07,-5.89254e+07
4.05644e+12,10.65,3.84771,7.82613e+07,3.506,10.2786,-5.14232e+07,-5.89956e+07
4.05884e+12,10.6563,3.85162,7.82003e+07,3.50815,10.2809,-5.12501e+07,-5.90654e+07
4.06123e+12,10.6626,3.85553,7.8139e+07,3.5103,10.2832,-5.10763e+07,-5.91346e+07
4.06362e+12,10.6688,3.85945,7.80772e+07,3.51246,10.2854,-5.0902e+07,-5.92034e+07
4.06601e+12,10.6751,3.86337,7.80152e+07,3.51462,10.2877,-5.07271e+07,-5.92717e+07
4.06841e+12,10.6814,3.8673,7.79527e+07,3.51679,10.29,-5.05515e+07,-5.93395e+07
4.0708e+12,10.6877,3.87123,7.789e+07,3.51896,10.2923,-5.03754e+07,-5.94068e+07
4.07319e+12,10.694,3.87517,7.78268e+07,3.52114,10.2945,-5.01986e+07,-5.94736e+07
4.07559e+12,10.7003,3.87911,7.77633e+07,3.52333,10.2968,-5.00213e+07,-5.95399e+07
4.07798e+12,10.7065,3.88306,7.76994e+07,3.52552,10.2991,-4.98433e+07,-5.96057e+07
4.08037e+12,10.7128,3.88702,7.76352e+07,3.52771,10.3014,-4.96648e+07,-5.9671e+07
4.08277e+12,10.7191,3.89098,7.75706e+07,3.52991,10.3038,-4.94856e+07,-5.97358e+07
4.08516e+12,10.7254,3.89494,7.75056e+07,3.53212,10.3061,-4.93058e+07,-5.98001e+07
4.08755e+12,10.7317,3.89891,7.74403e+07,3.53433,10.3084,-4.91255e+07,-5.98639e+07
4.08995e+12,10.738,3.90289,7.73746e+07,3.53654,10.3107,-4.89445e+07,-5.99272e+07
4.09234e+12,10.7442,3.90687,7.73085e+07,3.53876,10.313,-4.87628e+07,-5.999e+07
4.09473e+12,10.7505,3.91086,7.72421e+07,3.54099,10.3154,-4.85806e+07,-6.00522e+07
4.09713e+12,10.7568,3.91485,7.71753e+07,3.54323,10.3177,-4.83978e+07,-6.0114e+07
4.09952e+12,10.7631,3.91885,7.71082e+07,3.54546,10.3201,-4.82143e+07,-6.01752e+07
4.10191e+12,10.7694,3.92285,7.70406e+07,3.54771,10.3224,-4.80302e+07,-6.02358e+07
4.10431e+12,10.7757,3.92686,7.69727e+07,3.54996,10.3248,-4.78455e+07,-6.0296e+07
4.1067e+12,10.7819,3.93088,7.69044e+07,3.55222,10.3272,-4.76602e+07,-6.03556e+07
4.10909e+12,10.7882,3.9349,7.68358e+07,3.55448,10.3295,-4.74742e+07,-6.04147e+07
4.11149e+12,10.7945,3.93893,7.67668e+07,3.55675,10.3319,-4.72876e+07,-6.04733e+07
4.11388e+12,10.8008,3.94296,7.66974e+07,3.55902,10.3343,-4.71004e+07,-6.05313e+07
4.11627e+12,10.8071,3.947,7.66276e+07,3.56131,10.3367,-4.69125e+07,-6.05888e+07
4.11866e+12,10.8134,3.95105,7.65574e+07,3.56359,10.3391,-4.67241e+07,-6.06457e+07
4.12106e+12,10.8196,3.9551,7.64869e+07,3.56589,10.3415,-4.65349e+07,-6.07021e+07
4.12345e+12,10.8259,3.95916,7.6416e+07,3.56819,10.3439,-4.63452e+07,-6.07579e+07
4.12584e+12,10.8322,3.96322,7.63447e+07,3.57049,10.3464,-4.61548e+07,-6.08132e+07
4.12824e+12,10.8385,3.96729,7.6273e+07,3.57281,10.3488,-4.59638e+07,-6.0868e+07
4.13063e+12,10.8448,3.97137,7.6201e+07,3.57513,10.3512,-4.57721e+07,-6.09221e+07
4.13302e+12,10.8511,3.97545,7.61286e+07,3.57745,10.3537,-4.55798e+07,-6.09757e+07
4.13542e+12,10.8573,3.97954,7.60557e+07,3.57979,10.3561,-4.53868e+07,-6.10288e+07
4.13781e+12,10.8636,3.98364,7.59825e+07,3.58213,10.3586,-4.51932e+07,-6.10813e+07
4.1402e+12,10.8699,3.98774,7.59089e+07,3.58447,10.361,-4.49989e+07,-6.11332e+07
4.1426e+12,10.8762,3.99185,7.5835e+07,3.58683,10.3635,-4.4804e+07,-6.11845e+07
4.14499e+12,10.8825,3.99596,7.57606e+07,3.58919,10.366,-4.46085e+07,-6.12352e+07
4.14738e+12,10.8888,4.00009,7.56859e+07,3.59155,10.3685,-4.44123e+07,-6.12854e+07
4.14978e+12,10.895,4.00422,7.56107e+07,3.59393,10.371,-4.42154e+07,-6.1335e+07
4.15217e+12,10.9013,4.00835,7.55352e+07,3.59631,10.3735,-4.40178e+07,-6.1384e+07
4.15456e+12,10.9076,4.0125,7.54593e+07,3.5987,10.376,-4.38196e+07,-6.14324e+07
4.15696e+12,10.9139,4.01665,7.53829e+07,3.6011,10.3785,-4.36208e+07,-6.14802e+07
4.15935e+12,10.9202,4.0208,7.53062e+07,3.6035,10.381,-4.34212e+07,-6.15274e+07
4.16174e+12,10.9265,4.02497,7.52291e+07,3.60591,10.3836,-4.32211e+07,-6.1574e+07
4.16414e+12,10.9327,4.02914,7.51516e+07,3.60833,10.3861,-4.30202e+07,-6.16201e+07
4.16653e+12,10.939,4.03332,7.50737e+07,3.61075,10.3886,-4.28186e+07,-6.16655e+07
4.16892e+12,10.9453,4.0375,7.49954e+07,3.61319,10.3912,-4.26164e+07,-6.17102e+07
4.17131e+12,10.9516,4.04169,7.49167e+07,3.61563,10.3938,-4.24135e+07,-6.17544e+07
4.17371e+12,10.9579,4.04589,7.48376e+07,3.61808,10.3963,-4.221e+07,-6.1798e+07
4.1761e+12,10.9642,4.0501,7.47581e+07,3.62054,10.3989,-4.20057e+07,-6.18409e+07
4.17849e+12,10.9704,4.05432,7.46782e+07,3.623,10.4015,-4.18008e+07,-6.18832e+07
4.18089e+12,10.9767,4.05854,7.45979e+07,3.62547,10.4041,-4.15952e+07,-6.19249e+07
4.18328e+12,10.983,4.06277,7.45172e+07,3.62796,10.4067,-4.13889e+07,-6.19659e+07
4.18567e+12,10.9893,4.06701,7.44361e+07,3.63045,10.4093,-4.11819e+07,-6.20063e+07
4.18807e+12,10.9956,4.07125,7.43545e+07,3.63294,10.4119,-4.09742e+07,-6.20461e+07
4.19046e+12,11.0019,4.07551,7.42726e+07,3.63545,10.4146,-4.07658e+07,-6.20852e+07
4.19285e+12,11.0081,4.07977,7.41902e+07,3.63796,10.4172,-4.05567e+07,-6.21236e+07
4.19525e+12,11.0144,4.08404,7.41074e+07,3.64049,10.4199,-4.03469e+07,-6.21614e+07
4.19764e+12,11.0207,4.08832,7.40243e+07,3.64302,10.4225,-4.01364e+07,-6.21986e+07
4.20003e+12,11.027,4.0926,7.39407e+07,3.64556,10.4252,-3.99252e+07,-6.2235e+07
4.20243e+12,11.0333,4.0969,7.38567e+07,3.64811,10.4279,-3.97133e+07,-6.22709e+07
4.20482e+12,11.0396,4.1012,7.37722e+07,3.65067,10.4305,-3.95007e+07,-6.2306e+07
4.20721e+12,11.0458,4.10551,7.36874e+07,3.65323,10.4332,-3.92873e+07,-6.23405e+07
4.20961e+12,11.0521,4.10983,7.36021e+07,3.65581,10.4359,-3.90733e+07,-6.23742e+07
4.212e+12,11.0584,4.11416,7.35164e+07,3.6584,10.4387,-3.88585e+07,-6.24073e+07
4.21439e+12,11.0647,4.11849,7.34303e+07,3.66099,10.4414,-3.8643e+07,-6.24398e+07
4.21679e+12,11.071,4.12284,7.33438e+07,3.66359,10.4441,-3.84268e+07,-6.24715e+07
4.21918e+12,11.0773,4.12719,7.32568e+07,3.66621,10.4469,-3.82099e+07,-6.25025e+07
4.22157e+12,11.0835,4.13155,7.31694e+07,3.66883,10.4496,-3.79922e+07,-6.25328e+07
4.22396e+12,11.0898,4.13592,7.30816e+07,3.67146,10.4524,-3.77738e+07,-6.25624e+07
4.22636e+12,11.0961,4.1403,7.29933e+07,3.67411,10.4552,-3.75547e+07,-6.25913e+07
4.22875e+12,11.1024,4.14469,7.29046e+07,3.67676,10.4579,-3.73348e+07,-6.26195e+07
4.23114e+12,11.1087,4.14909,7.28155e+07,3.67942,10.4607,-3.71142e+07,-6.26469e+07
4.23354e+12,11.115,4.1535,7.2726e+07,3.68209,10.4635,-3.68928e+07,-6.26736e+07
4.23593e+12,11.1212,4.15791,7.2636e+07,3.68478,10.4664,-3.66707e+07,-6.26996e+07
4.23832e+12,11.1275,4.16234,7.25455e+07,3.68747,10.4692,-3.64478e+07,-6.27249e+07
4.24072e+12,11.1338,4.16677,7.24547e+07,3.69017,10.472,-3.62242e+07,-6.27494e+07
4.24311e+12,11.1401,4.17122,7.23634e+07,3.69289,10.4749,-3.59998e+07,-6.27732e+07
4.2455e+12,11.1464,4.17567,7.22716e+07,3.69561,10.4777,-3.57747e+07,-6.27962e+07
4.2479e+12,11.1527,4.18014,7.21794e+07,3.69835,10.4806,-3.55488e+07,-6.28184e+07
4.25029e+12,11.1589,4.18461,7.20868e+07,3.70109,10.4835,-3.53221e+07,-6.28399e+07
4.25268e+12,11.1652,4.18909,7.19937e+07,3.70385,10.4864,-3.50947e+07,-6.28606e+07
4.25508e+12,11.1715,4.19359,7.19002e+07,3.70662,10.4893,-3.48665e+07,-6.28806e+07
4.25747e+12,11.1778,4.19809,7.18062e+07,3.7094,10.4922,-3.46375e+07,-6.28997e+07
4.25986e+12,11.1841,4.2026,7.17117e+07,3.71219,10.4951,-3.44077e+07,-6.29181e+07
4.26226e+12,11.1904,4.20713,7.16168e+07,3.71499,10.4981,-3.41771e+07,-6.29356e+07
4.26465e+12,11.1966,4.21166,7.15215e+07,3.7178,10.501,-3.39458e+07,-6.29524e+07
4.26704e+12,11.2029,4.21621,7.14257e+07,3.72063,10.504,-3.37136e+07,-6.29684e+07
4.26944e+12,11.2092,4.22076,7.13294e+07,3.72347,10.507,-3.34807e+07,-6.29836e+07
4.27183e+12,11.2155,4.22533,7.12327e+07,3.72632,10.51,-3.3247e+07,-6.29979e+07
4.27422e+12,11.2218,4.22991,7.11355e+07,3.72918,10.513,-3.30125e+07,-6.30114e+07
4.27661e+12,11.2281,4.23449,7.10379e+07,3.73205,10.516,-3.27771e+07,-6.30241e+07
4.27901e+12,11.2343,4.23909,7.09397e+07,3.73494,10.519,-3.2541e+07,-6.30359e+07
4.2814e+12,11.2406,4.2437,7.08411e+07,3.73784,10.5221,-3.2304e+07,-6.3047e+07
4.28379e+12,11.2469,4.24832,7.07421e+07,3.74075,10.5251,-3.20662e+07,-6.30571e+07
4.28619e+12,11.2532,4.25296,7.06426e+07,3.74367,10.5282,-3.18276e+07,-6.30664e+07
4.28858e+12,11.2595,4.2576,7.05425e+07,3.74661,10.5313,-3.15882e+07,-6.30748e+07
4.29097e+12,11.2658,4.26225,7.04421e+07,3.74956,10.5344,-3.1348e+07,-6.30824e+07
4.29337e+12,11.272,4.26692,7.03411e+07,3.75252,10.5375,-3.11069e+07,-6.30891e+07
4.29576e+12,11.2783,4.2716,7.02397e+07,3.7555,10.5406,-3.08649e+07,-6.30949e+07
4.29815e+12,11.2846,4.27629,7.01378e+07,3.75849,10.5438,-3.06222e+07,-6.30998e+07
4.30055e+12,11.2909,4.28099,7.00354e+07,3.76149,10.5469,-3.03786e+07,-6.31038e+07
4.30294e+12,11.2972,4.28571,6.99325e+07,3.76451,10.5501,-3.01341e+07,-6.31069e+07
4.30533e+12,11.3035,4.29043,6.98291e+07,3.76754,10.5533,-2.98888e+07,-6.31091e+07
