t,E,M,x,y,r,phi
1.00413e+12,2.71843,2.6363,-6.67076e+07,2.41412e+07,7.09415e+07,2.79436
1.00416e+12,2.71849,2.63638,-6.67092e+07,2.41376e+07,7.09418e+07,2.79442
1.00419e+12,2.71856,2.63645,-6.67109e+07,2.4134e+07,7.09422e+07,2.79447
1.00422e+12,2.71863,2.63653,-6.67125e+07,2.41305e+07,7.09425e+07,2.79453
1.00425e+12,2.71869,2.63661,-6.67142e+07,2.41269e+07,7.09428e+07,2.79458
1.00428e+12,2.71876,2.63669,-6.67158e+07,2.41233e+07,7.09432e+07,2.79464
1.00431e+12,2.71883,2.63677,-6.67174e+07,2.41197e+07,7.09435e+07,2.79469
1.00434e+12,2.71889,2.63685,-6.67191e+07,2.41162e+07,7.09438e+07,2.79475
1.00437e+12,2.71896,2.63693,-6.67207e+07,2.41126e+07,7.09441e+07,2.7948
1.0044e+12,2.71903,2.63701,-6.67224e+07,2.4109e+07,7.09445e+07,2.79486
1.00443e+12,2.71909,2.63708,-6.6724e+07,2.41055e+07,7.09448e+07,2.79491
1.00446e+12,2.71916,2.63716,-6.67256e+07,2.41019e+07,7.09451e+07,2.79497
1.00449e+12,2.71923,2.63724,-6.67273e+07,2.40983e+07,7.09455e+07,2.79502
1.00452e+12,2.71929,2.63732,-6.67289e+07,2.40947e+07,7.09458e+07,2.79508
1.00455e+12,2.71936,2.6374,-6.67305e+07,2.40912e+07,7.09461e+07,2.79513
1.00458e+12,2.71943,2.63748,-6.67322e+07,2.40876e+07,7.09464e+07,2.79519
1.00461e+12,2.71949,2.63756,-6.67338e+07,2.4084e+07,7.09468e+07,2.79524
1.00464e+12,2.71956,2.63764,-6.67355e+07,2.40805e+07,7.09471e+07,2.7953
1.00467e+12,2.71963,2.63771,-6.67371e+07,2.40769e+07,7.09474e+07,2.79535
1.0047e+12,2.71969,2.63779,-6.67387e+07,2.40733e+07,7.09477e+07,2.79541
1.00473e+12,2.71976,2.63787,-6.67404e+07,2.40697e+07,7.09481e+07,2.79546
1.00476e+12,2.71983,2.63795,-6.6742e+07,2.40662e+07,7.09484e+07,2.79552
1.00479e+12,2.71989,2.63803,-6.67436e+07,2.40626e+07,7.09487e+07,2.79557
1.00482e+12,2.71996,2.63811,-6.67453e+07,2.4059e+07,7.09491e+07,2.79563
1.00485e+12,2.72002,2.63819,-6.67469e+07,2.40554e+07,7.09494e+07,2.79568
1.00488e+12,2.72009,2.63827,-6.67486e+07,2.40519e+07,7.09497e+07,2.79574
1.00491e+12,2.72016,2.63834,-6.67502e+07,2.40483e+07,7.095e+07,2.7958
1.00494e+12,2.72022,2.63842,-6.67518e+07,2.40447e+07,7.09504e+07,2.79585
1.00497e+12,2.72029,2.6385,-6.67535e+07,2.40411e+07,7.09507e+07,2.79591
1.005e+12,2.72036,2.63858,-6.67551e+07,2.40376e+07,7.0951e+07,2.79596
1.00503e+12,2.72042,2.63866,-6.67567e+07,2.4034e+07,7.09513e+07,2.79602
1.00506e+12,2.72049,2.63874,-6.67584e+07,2.40304e+07,7.09517e+07,2.79607
1.00509e+12,2.72056,2.63882,-6.676e+07,2.40269e+07,7.0952e+07,2.79613
1.00512e+12,2.72062,2.6389,-6.67616e+07,2.40233e+07,7.09523e+07,2.79618
1.00515e+12,2.72069,2.63897,-6.67633e+07,2.40197e+07,7.09527e+07,2.79624
1.00518e+12,2.72076,2.63905,-6.67649e+07,2.40161e+07,7.0953e+07,2.79629
1.00521e+12,2.72082,2.63913,-6.67665e+07,2.40126e+07,7.09533e+07,2.79635
1.00524e+12,2.72089,2.63921,-6.67682e+07,2.4009e+07,7.09536e+07,2.7964
1.00527e+12,2.72096,2.63929,-6.67698e+07,2.40054e+07,7.0954e+07,2.79646
1.0053e+12,2.72102,2.63937,-6.67714e+07,2.40018e+07,7.09543e+07,2.79651
1.00533e+12,2.72109,2.63945,-6.6773e+07,2.39983e+07,7.09546e+07,2.79657
1.00536e+12,2.72116,2.63953,-6.67747e+07,2.39947e+07,7.09549e+07,2.79662
1.00539e+12,2.72122,2.6396,-6.67763e+07,2.39911e+07,7.09553e+07,2.79668
1.00542e+12,2.72129,2.63968,-6.67779e+07,2.39875e+07,7.09556e+07,2.79673
1.00545e+12,2.72136,2.63976,-6.67796e+07,2.3984e+07,7.09559e+07,2.79679
1.00548e+12,2.72142,2.63984,-6.67812e+07,2.39804e+07,7.09562e+07,2.79684
1.00551e+12,2.72149,2.63992,-6.67828e+07,2.39768e+07,7.09566e+07,2.7969
1.00554e+12,2.72156,2.64,-6.67845e+07,2.39732e+07,7.09569e+07,2.79695
1.00557e+12,2.72162,2.64008,-6.67861e+07,2.39697e+07,7.09572e+07,2.79701
1.0056e+12,2.72169,2.64016,-6.67877e+07,2.39661e+07,7.09575e+07,2.79706
1.00563e+12,2.72176,2.64023,-6.67893e+07,2.39625e+07,7.09579e+07,2.79712
1.00566e+12,2.72182,2.64031,-6.6791e+07,2.39589e+07,7.09582e+07,2.79717
1.00569e+12,2.72189,2.64039,-6.67926e+07,2.39554e+07,7.09585e+07,2.79723
1.00572e+12,2.72196,2.64047,-6.67942e+07,2.39518e+07,7.09588e+07,2.79729
1.00575e+12,2.72202,2.64055,-6.67959e+07,2.39482e+07,7.09592e+07,2.79734
1.00578e+12,2.72209,2.64063,-6.67975e+07,2.39446e+07,7.09595e+07,2.7974
1.00581e+12,2.72216,2.64071,-6.67991e+07,2.39411e+07,7.09598e+07,2.79745
1.00584e+12,2.72222,2.64079,-6.68007e+07,2.39375e+07,7.09601e+07,2.79751
1.00587e+12,2.72229,2.64086,-6.68024e+07,2.39339e+07,7.09605e+07,2.79756
1.0059e+12,2.72236,2.64094,-6.6804e+07,2.39303e+07,7.09608e+07,2.79762
1.00593e+12,2.72242,2.64102,-6.68056e+07,2.39268e+07,7.09611e+07,2.79767
1.00596e+12,2.72249,2.6411,-6.68073e+07,2.39232e+07,7.09615e+07,2.79773
1.00599e+12,2.72256,2.64118,-6.68089e+07,2.39196e+07,7.09618e+07,2.79778
1.00602e+12,2.72262,2.64126,-6.68105e+07,2.3916e+07,7.09621e+07,2.79784
1.00605e+12,2.72269,2.64134,-6.68121e+07,2.39125e+07,7.09624e+07,2.79789
1.00608e+12,2.72276,2.64142,-6.68138e+07,2.39089e+07,7.09628e+07,2.79795
1.00611e+12,2.72282,2.64149,-6.68154e+07,2.39053e+07,7.09631e+07,2.798
1.00614e+12,2.72289,2.64157,-6.6817e+07,2.39017e+07,7.09634e+07,2.79806
1.00617e+12,2.72296,2.64165,-6.68186e+07,2.38981e+07,7.09637e+07,2.79811
1.0062e+12,2.72302,2.64173,-6.68203e+07,2.38946e+07,7.09641e+07,2.79817
1.00623e+12,2.72309,2.64181,-6.68219e+07,2.3891e+07,7.09644e+07,2.79822
1.00626e+12,2.72316,2.64189,-6.68235e+07,2.38874e+07,7.09647e+07,2.79828
1.00629e+12,2.72322,2.64197,-6.68251e+07,2.38838e+07,7.0965e+07,2.79833
1.00632e+12,2.72329,2.64205,-6.68267e+07,2.38803e+07,7.09653e+07,2.79839
1.00635e+12,2.72336,2.64212,-6.68284e+07,2.38767e+07,7.09657e+07,2.79844
1.00638e+12,2.72342,2.6422,-6.683e+07,2.38731e+07,7.0966e+07,2.7985
1.00641e+12,2.72349,2.64228,-6.68316e+07,2.38695e+07,7.09663e+07,2.79855
1.00644e+12,2.72355,2.64236,-6.68332e+07,2.3866e+07,7.09666e+07,2.79861
1.00647e+12,2.72362,2.64244,-6.68349e+07,2.38624e+07,7.0967e+07,2.79866
1.0065e+12,2.72369,2.64252,-6.68365e+07,2.38588e+07,7.09673e+07,2.79872
1.00653e+12,2.72375,2.6426,-6.68381e+07,2.38552e+07,7.09676e+07,2.79877
1.00656e+12,2.72382,2.64268,-6.68397e+07,2.38516e+07,7.09679e+07,2.79883
1.00659e+12,2.72389,2.64275,-6.68413e+07,2.38481e+07,7.09683e+07,2.79889
1.00662e+12,2.72395,2.64283,-6.6843e+07,2.38445e+07,7.09686e+07,2.79894
1.00665e+12,2.72402,2.64291,-6.68446e+07,2.38409e+07,7.09689e+07,2.799
1.00668e+12,2.72409,2.64299,-6.68462e+07,2.38373e+07,7.09692e+07,2.79905
1.00671e+12,2.72415,2.64307,-6.68478e+07,2.38337e+07,7.09696e+07,2.79911
1.00674e+12,2.72422,2.64315,-6.68494e+07,2.38302e+07,7.09699e+07,2.79916
1.00677e+12,2.72429,2.64323,-6.68511e+07,2.38266e+07,7.09702e+07,2.79922
1.0068e+12,2.72435,2.64331,-6.68527e+07,2.3823e+07,7.09705e+07,2.79927
1.00683e+12,2.72442,2.64339,-6.68543e+07,2.38194e+07,7.09709e+07,2.79933
1.00686e+12,2.72449,2.64346,-6.68559e+07,2.38159e+07,7.09712e+07,2.79938
1.00689e+12,2.72455,2.64354,-6.68575e+07,2.38123e+07,7.09715e+07,2.79944
1.00692e+12,2.72462,2.64362,-6.68592e+07,2.38087e+07,7.09718e+07,2.79949
1.00695e+12,2.72469,2.6437,-6.68608e+07,2.38051e+07,7.09722e+07,2.79955
1.00698e+12,2.72475,2.64378,-6.68624e+07,2.38015e+07,7.09725e+07,2.7996
1.00701e+12,2.72482,2.64386,-6.6864e+07,2.3798e+07,7.09728e+07,2.79966
1.00704e+12,2.72489,2.64394,-6.68656e+07,2.37944e+07,7.09731e+07,2.79971
1.00707e+12,2.72495,2.64402,-6.68672e+07,2.37908e+07,7.09734e+07,2.79977
1.0071e+12,2.72502,2.64409,-6.68689e+07,2.37872e+07,7.09738e+07,2.79982
1.00713e+12,2.72509,2.64417,-6.68705e+07,2.37836e+07,7.09741e+07,2.79988
1.00716e+12,2.72515,2.64425,-6.68721e+07,2.37801e+07,7.09744e+07,2.79993
1.00719e+12,2.72522,2.64433,-6.68737e+07,2.37765e+07,7.09747e+07,2.79999
1.00722e+12,2.72529,2.64441,-6.68753e+07,2.37729e+07,7.09751e+07,2.80004
1.00725e+12,2.72535,2.64449,-6.68769e+07,2.37693e+07,7.09754e+07,2.8001
1.00728e+12,2.72542,2.64457,-6.68786e+07,2.37657e+07,7.09757e+07,2.80015
1.00731e+12,2.72549,2.64465,-6.68802e+07,2.37622e+07,7.0976e+07,2.80021
1.00734e+12,2.72555,2.64472,-6.68818e+07,2.37586e+07,7.09764e+07,2.80026
1.00737e+12,2.72562,2.6448,-6.68834e+07,2.3755e+07,7.09767e+07,2.80032
1.0074e+12,2.72569,2.64488,-6.6885e+07,2.37514e+07,7.0977e+07,2.80037
1.00743e+12,2.72575,2.64496,-6.68866e+07,2.37478e+07,7.09773e+07,2.80043
1.00746e+12,2.72582,2.64504,-6.68882e+07,2.37443e+07,7.09776e+07,2.80048
1.00749e+12,2.72589,2.64512,-6.68899e+07,2.37407e+07,7.0978e+07,2.80054
1.00752e+12,2.72595,2.6452,-6.68915e+07,2.37371e+07,7.09783e+07,2.80059
1.00755e+12,2.72602,2.64528,-6.68931e+07,2.37335e+07,7.09786e+07,2.80065
1.00758e+12,2.72609,2.64535,-6.68947e+07,2.37299e+07,7.09789e+07,2.80071
1.00761e+12,2.72615,2.64543,-6.68963e+07,2.37264e+07,7.09793e+07,2.80076
1.00764e+12,2.72622,2.64551,-6.68979e+07,2.37228e+07,7.09796e+07,2.80082
1.00767e+12,2.72628,2.64559,-6.68995e+07,2.37192e+07,7.09799e+07,2.80087
1.0077e+12,2.72635,2.64567,-6.69011e+07,2.37156e+07,7.09802e+07,2.80093
1.00773e+12,2.72642,2.64575,-6.69028e+07,2.3712e+07,7.09806e+07,2.80098
1.00776e+12,2.72648,2.64583,-6.69044e+07,2.37084e+07,7.09809e+07,2.80104
1.00779e+12,2.72655,2.64591,-6.6906e+07,2.37049e+07,7.09812e+07,2.80109
1.00782e+12,2.72662,2.64598,-6.69076e+07,2.37013e+07,7.09815e+07,2.80115
1.00785e+12,2.72668,2.64606,-6.69092e+07,2.36977e+07,7.09818e+07,2.8012
1.00788e+12,2.72675,2.64614,-6.69108e+07,2.36941e+07,7.09822e+07,2.80126
1.00791e+12,2.72682,2.64622,-6.69124e+07,2.36905e+07,7.09825e+07,2.80131
1.00794e+12,2.72688,2.6463,-6.6914e+07,2.3687e+07,7.09828e+07,2.80137
1.00797e+12,2.72695,2.64638,-6.69156e+07,2.36834e+07,7.09831e+07,2.80142
1.008e+12,2.72702,2.64646,-6.69172e+07,2.36798e+07,7.09834e+07,2.80148
1.00803e+12,2.72708,2.64654,-6.69189e+07,2.36762e+07,7.09838e+07,2.80153
1.00806e+12,2.72715,2.64661,-6.69205e+07,2.36726e+07,7.09841e+07,2.80159
1.00809e+12,2.72722,2.64669,-6.69221e+07,2.3669e+07,7.09844e+07,2.80164
1.00812e+12,2.72728,2.64677,-6.69237e+07,2.36655e+07,7.09847e+07,2.8017
1.00815e+12,2.72735,2.64685,-6.69253e+07,2.36619e+07,7.09851e+07,2.80175
1.00818e+12,2.72742,2.64693,-6.69269e+07,2.36583e+07,7.09854e+07,2.80181
1.00821e+12,2.72748,2.64701,-6.69285e+07,2.36547e+07,7.09857e+07,2.80186
1.00824e+12,2.72755,2.64709,-6.69301e+07,2.36511e+07,7.0986e+07,2.80192
1.00827e+12,2.72762,2.64717,-6.69317e+07,2.36475e+07,7.09863e+07,2.80197
1.0083e+12,2.72768,2.64724,-6.69333e+07,2.3644e+07,7.09867e+07,2.80203
1.00833e+12,2.72775,2.64732,-6.69349e+07,2.36404e+07,7.0987e+07,2.80208
1.00836e+12,2.72782,2.6474,-6.69365e+07,2.36368e+07,7.09873e+07,2.80214
1.00839e+12,2.72788,2.64748,-6.69381e+07,2.36332e+07,7.09876e+07,2.80219
1.00842e+12,2.72795,2.64756,-6.69397e+07,2.36296e+07,7.09879e+07,2.80225
1.00845e+12,2.72802,2.64764,-6.69414e+07,2.3626e+07,7.09883e+07,2.8023
1.00848e+12,2.72808,2.64772,-6.6943e+07,2.36225e+07,7.09886e+07,2.80236
1.00851e+12,2.72815,2.6478,-6.69446e+07,2.36189e+07,7.09889e+07,2.80241
1.00854e+12,2.72822,2.64787,-6.69462e+07,2.36153e+07,7.09892e+07,2.80247
1.00857e+12,2.72828,2.64795,-6.69478e+07,2.36117e+07,7.09896e+07,2.80252
1.0086e+12,2.72835,2.64803,-6.69494e+07,2.36081e+07,7.09899e+07,2.80258
1.00863e+12,2.72842,2.64811,-6.6951e+07,2.36045e+07,7.09902e+07,2.80263
1.00866e+12,2.72848,2.64819,-6.69526e+07,2.3601e+07,7.09905e+07,2.80269
1.00869e+12,2.72855,2.64827,-6.69542e+07,2.35974e+07,7.09908e+07,2.80275
1.00872e+12,2.72861,2.64835,-6.69558e+07,2.35938e+07,7.09912e+07,2.8028
1.00875e+12,2.72868,2.64843,-6.69574e+07,2.35902e+07,7.09915e+07,2.80286
1.00878e+12,2.72875,2.6485,-6.6959e+07,2.35866e+07,7.09918e+07,2.80291
1.00881e+12,2.72881,2.64858,-6.69606e+07,2.3583e+07,7.09921e+07,2.80297
1.00884e+12,2.72888,2.64866,-6.69622e+07,2.35795e+07,7.09924e+07,2.80302
1.00887e+12,2.72895,2.64874,-6.69638e+07,2.35759e+07,7.09928e+07,2.80308
1.0089e+12,2.72901,2.64882,-6.69654e+07,2.35723e+07,7.09931e+07,2.80313
1.00893e+12,2.72908,2.6489,-6.6967e+07,2.35687e+07,7.09934e+07,2.80319
1.00896e+12,2.72915,2.64898,-6.69686e+07,2.35651e+07,7.09937e+07,2.80324
1.00899e+12,2.72921,2.64906,-6.69702e+07,2.35615e+07,7.0994e+07,2.8033
1.00902e+12,2.72928,2.64913,-6.69718e+07,2.35579e+07,7.09944e+07,2.80335
1.00905e+12,2.72935,2.64921,-6.69734e+07,2.35544e+07,7.09947e+07,2.80341
1.00908e+12,2.72941,2.64929,-6.6975e+07,2.35508e+07,7.0995e+07,2.80346
1.00911e+12,2.72948,2.64937,-6.69766e+07,2.35472e+07,7.09953e+07,2.80352
1.00914e+12,2.72955,2.64945,-6.69782e+07,2.35436e+07,7.09956e+07,2.80357
1.00917e+12,2.72961,2.64953,-6.69798e+07,2.354e+07,7.0996e+07,2.80363
1.0092e+12,2.72968,2.64961,-6.69814e+07,2.35364e+07,7.09963e+07,2.80368
1.00923e+12,2.72975,2.64969,-6.6983e+07,2.35328e+07,7.09966e+07,2.80374
1.00926e+12,2.72981,2.64976,-6.69846e+07,2.35293e+07,7.09969e+07,2.80379
1.00929e+12,2.72988,2.64984,-6.69862e+07,2.35257e+07,7.09972e+07,2.80385
1.00932e+12,2.72995,2.64992,-6.69878e+07,2.35221e+07,7.09976e+07,2.8039
1.00935e+12,2.73001,2.65,-6.69894e+07,2.35185e+07,7.09979e+07,2.80396
1.00938e+12,2.73008,2.65008,-6.6991e+07,2.35149e+07,7.09982e+07,2.80401
1.00941e+12,2.73015,2.65016,-6.69926e+07,2.35113e+07,7.09985e+07,2.80407
1.00944e+12,2.73021,2.65024,-6.69942e+07,2.35077e+07,7.09988e+07,2.80412
1.00947e+12,2.73028,2.65032,-6.69958e+07,2.35042e+07,7.09992e+07,2.80418
1.0095e+12,2.73035,2.6504,-6.69974e+07,2.35006e+07,7.09995e+07,2.80423
1.00953e+12,2.73041,2.65047,-6.6999e+07,2.3497e+07,7.09998e+07,2.80429
1.00956e+12,2.73048,2.65055,-6.70006e+07,2.34934e+07,7.10001e+07,2.80434
1.00959e+12,2.73055,2.65063,-6.70022e+07,2.34898e+07,7.10004e+07,2.8044
1.00962e+12,2.73061,2.65071,-6.70038e+07,2.34862e+07,7.10008e+07,2.80445
1.00965e+12,2.73068,2.65079,-6.70054e+07,2.34826e+07,7.10011e+07,2.80451
1.00968e+12,2.73074,2.65087,-6.7007e+07,2.3479e+07,7.10014e+07,2.80456
1.00971e+12,2.73081,2.65095,-6.70086e+07,2.34755e+07,7.10017e+07,2.80462
1.00974e+12,2.73088,2.65103,-6.70101e+07,2.34719e+07,7.1002e+07,2.80467
1.00977e+12,2.73094,2.6511,-6.70117e+07,2.34683e+07,7.10023e+07,2.80473
1.0098e+12,2.73101,2.65118,-6.70133e+07,2.34647e+07,7.10027e+07,2.80478
1.00983e+12,2.73108,2.65126,-6.70149e+07,2.34611e+07,7.1003e+07,2.80484
1.00986e+12,2.73114,2.65134,-6.70165e+07,2.34575e+07,7.10033e+07,2.80489
1.00989e+12,2.73121,2.65142,-6.70181e+07,2.34539e+07,7.10036e+07,2.80495
1.00992e+12,2.73128,2.6515,-6.70197e+07,2.34503e+07,7.10039e+07,2.805
1.00995e+12,2.73134,2.65158,-6.70213e+07,2.34468e+07,7.10043e+07,2.80506
1.00998e+12,2.73141,2.65166,-6.70229e+07,2.34432e+07,7.10046e+07,2.80512
1.01001e+12,2.73148,2.65173,-6.70245e+07,2.34396e+07,7.10049e+07,2.80517
1.01004e+12,2.73154,2.65181,-6.70261e+07,2.3436e+07,7.10052e+07,2.80523
1.01007e+12,2.73161,2.65189,-6.70277e+07,2.34324e+07,7.10055e+07,2.80528
1.0101e+12,2.73168,2.65197,-6.70293e+07,2.34288e+07,7.10059e+07,2.80534
1.01013e+12,2.73174,2.65205,-6.70309e+07,2.34252e+07,7.10062e+07,2.80539
1.01016e+12,2.73181,2.65213,-6.70324e+07,2.34216e+07,7.10065e+07,2.80545
1.01019e+12,2.73188,2.65221,-6.7034e+07,2.3418e+07,7.10068e+07,2.8055
1.01022e+12,2.73194,2.65229,-6.70356e+07,2.34145e+07,7.10071e+07,2.80556
1.01025e+12,2.73201,2.65236,-6.70372e+07,2.34109e+07,7.10074e+07,2.80561
1.01028e+12,2.73208,2.65244,-6.70388e+07,2.34073e+07,7.10078e+07,2.80567
1.01031e+12,2.73214,2.65252,-6.70404e+07,2.34037e+07,7.10081e+07,2.80572
1.01034e+12,2.73221,2.6526,-6.7042e+07,2.34001e+07,7.10084e+07,2.80578
1.01037e+12,2.73228,2.65268,-6.70436e+07,2.33965e+07,7.10087e+07,2.80583
1.0104e+12,2.73234,2.65276,-6.70452e+07,2.33929e+07,7.1009e+07,2.80589
1.01043e+12,2.73241,2.65284,-6.70468e+07,2.33893e+07,7.10094e+07,2.80594
1.01046e+12,2.73248,2.65292,-6.70483e+07,2.33857e+07,7.10097e+07,2.806
1.01049e+12,2.73254,2.65299,-6.70499e+07,2.33822e+07,7.101e+07,2.80605
1.01052e+12,2.73261,2.65307,-6.70515e+07,2.33786e+07,7.10103e+07,2.80611
1.01055e+12,2.73268,2.65315,-6.70531e+07,2.3375e+07,7.10106e+07,2.80616
1.01058e+12,2.73274,2.65323,-6.70547e+07,2.33714e+07,7.10109e+07,2.80622
1.01061e+12,2.73281,2.65331,-6.70563e+07,2.33678e+07,7.10113e+07,2.80627
1.01064e+12,2.73287,2.65339,-6.70579e+07,2.33642e+07,7.10116e+07,2.80633
1.01067e+12,2.73294,2.65347,-6.70595e+07,2.33606e+07,7.10119e+07,2.80638
1.0107e+12,2.73301,2.65355,-6.7061e+07,2.3357e+07,7.10122e+07,2.80644
1.01073e+12,2.73307,2.65362,-6.70626e+07,2.33534e+07,7.10125e+07,2.80649
1.01076e+12,2.73314,2.6537,-6.70642e+07,2.33498e+07,7.10128e+07,2.80655
1.01079e+12,2.73321,2.65378,-6.70658e+07,2.33463e+07,7.10132e+07,2.8066
1.01082e+12,2.73327,2.65386,-6.70674e+07,2.33427e+07,7.10135e+07,2.80666
1.01085e+12,2.73334,2.65394,-6.7069e+07,2.33391e+07,7.10138e+07,2.80671
1.01088e+12,2.73341,2.65402,-6.70706e+07,2.33355e+07,7.10141e+07,2.80677
1.01091e+12,2.73347,2.6541,-6.70721e+07,2.33319e+07,7.10144e+07,2.80682
1.01094e+12,2.73354,2.65418,-6.70737e+07,2.33283e+07,7.10147e+07,2.80688
1.01097e+12,2.73361,2.65425,-6.70753e+07,2.33247e+07,7.10151e+07,2.80693
1.011e+12,2.73367,2.65433,-6.70769e+07,2.33211e+07,7.10154e+07,2.80699
1.01103e+12,2.73374,2.65441,-6.70785e+07,2.33175e+07,7.10157e+07,2.80704
1.01106e+12,2.73381,2.65449,-6.70801e+07,2.33139e+07,7.1016e+07,2.8071
1.01109e+12,2.73387,2.65457,-6.70816e+07,2.33103e+07,7.10163e+07,2.80715
1.01112e+12,2.73394,2.65465,-6.70832e+07,2.33068e+07,7.10166e+07,2.80721
1.01115e+12,2.73401,2.65473,-6.70848e+07,2.33032e+07,7.1017e+07,2.80726
1.01118e+12,2.73407,2.65481,-6.70864e+07,2.32996e+07,7.10173e+07,2.80732
1.01121e+12,2.73414,2.65488,-6.7088e+07,2.3296e+07,7.10176e+07,2.80737
1.01124e+12,2.73421,2.65496,-6.70896e+07,2.32924e+07,7.10179e+07,2.80743
1.01127e+12,2.73427,2.65504,-6.70911e+07,2.32888e+07,7.10182e+07,2.80748
1.0113e+12,2.73434,2.65512,-6.70927e+07,2.32852e+07,7.10185e+07,2.80754
1.01133e+12,2.73441,2.6552,-6.70943e+07,2.32816e+07,7.10189e+07,2.80759
1.01136e+12,2.73447,2.65528,-6.70959e+07,2.3278e+07,7.10192e+07,2.80765
1.01139e+12,2.73454,2.65536,-6.70975e+07,2.32744e+07,7.10195e+07,2.8077
1.01142e+12,2.7346,2.65544,-6.7099e+07,2.32708e+07,7.10198e+07,2.80776
1.01145e+12,2.73467,2.65551,-6.71006e+07,2.32672e+07,7.10201e+07,2.80781
1.01148e+12,2.73474,2.65559,-6.71022e+07,2.32636e+07,7.10204e+07,2.80787
1.01151e+12,2.7348,2.65567,-6.71038e+07,2.32601e+07,7.10208e+07,2.80792
1.01154e+12,2.73487,2.65575,-6.71054e+07,2.32565e+07,7.10211e+07,2.80798
1.01157e+12,2.73494,2.65583,-6.71069e+07,2.32529e+07,7.10214e+07,2.80804
1.0116e+12,2.735,2.65591,-6.71085e+07,2.32493e+07,7.10217e+07,2.80809
1.01163e+12,2.73507,2.65599,-6.71101e+07,2.32457e+07,7.1022e+07,2.80815
1.01166e+12,2.73514,2.65607,-6.71117e+07,2.32421e+07,7.10223e+07,2.8082
1.01169e+12,2.7352,2.65614,-6.71133e+07,2.32385e+07,7.10227e+07,2.80826
1.01172e+12,2.73527,2.65622,-6.71148e+07,2.32349e+07,7.1023e+07,2.80831
1.01175e+12,2.73534,2.6563,-6.71164e+07,2.32313e+07,7.10233e+07,2.80837
1.01178e+12,2.7354,2.65638,-6.7118e+07,2.32277e+07,7.10236e+07,2.80842
1.01181e+12,2.73547,2.65646,-6.71196e+07,2.32241e+07,7.10239e+07,2.80848
1.01184e+12,2.73554,2.65654,-6.71211e+07,2.32205e+07,7.10242e+07,2.80853
1.01187e+12,2.7356,2.65662,-6.71227e+07,2.32169e+07,7.10245e+07,2.80859
1.0119e+12,2.73567,2.6567,-6.71243e+07,2.32133e+07,7.10249e+07,2.80864
1.01193e+12,2.73574,2.65677,-6.71259e+07,2.32098e+07,7.10252e+07,2.8087
1.01196e+12,2.7358,2.65685,-6.71274e+07,2.32062e+07,7.10255e+07,2.80875
1.01199e+12,2.73587,2.65693,-6.7129e+07,2.32026e+07,7.10258e+07,2.80881
1.01202e+12,2.73594,2.65701,-6.71306e+07,2.3199e+07,7.10261e+07,2.80886
1.01205e+12,2.736,2.65709,-6.71322e+07,2.31954e+07,7.10264e+07,2.80892
1.01208e+12,2.73607,2.65717,-6.71338e+07,2.31918e+07,7.10268e+07,2.80897
1.01211e+12,2.73614,2.65725,-6.71353e+07,2.31882e+07,7.10271e+07,2.80903
1.01214e+12,2.7362,2.65733,-6.71369e+07,2.31846e+07,7.10274e+07,2.80908
1.01217e+12,2.73627,2.65741,-6.71385e+07,2.3181e+07,7.10277e+07,2.80914
1.0122e+12,2.73633,2.65748,-6.714e+07,2.31774e+07,7.1028e+07,2.80919
1.01223e+12,2.7364,2.65756,-6.71416e+07,2.31738e+07,7.10283e+07,2.80925
1.01226e+12,2.73647,2.65764,-6.71432e+07,2.31702e+07,7.10286e+07,2.8093
1.01229e+12,2.73653,2.65772,-6.71448e+07,2.31666e+07,7.1029e+07,2.80936
1.01232e+12,2.7366,2.6578,-6.71463e+07,2.3163e+07,7.10293e+07,2.80941
1.01235e+12,2.73667,2.65788,-6.71479e+07,2.31594e+07,7.10296e+07,2.80947
1.01238e+12,2.73673,2.65796,-6.71495e+07,2.31558e+07,7.10299e+07,2.80952
1.01241e+12,2.7368,2.65804,-6.71511e+07,2.31522e+07,7.10302e+07,2.80958
1.01244e+12,2.73687,2.65811,-6.71526e+07,2.31486e+07,7.10305e+07,2.80963
1.01247e+12,2.73693,2.65819,-6.71542e+07,2.3145e+07,7.10308e+07,2.80969
1.0125e+12,2.737,2.65827,-6.71558e+07,2.31415e+07,7.10312e+07,2.80974
1.01253e+12,2.73707,2.65835,-6.71573e+07,2.31379e+07,7.10315e+07,2.8098
1.01256e+12,2.73713,2.65843,-6.71589e+07,2.31343e+07,7.10318e+07,2.80985
1.01259e+12,2.7372,2.65851,-6.71605e+07,2.31307e+07,7.10321e+07,2.80991
1.01262e+12,2.73727,2.65859,-6.71621e+07,2.31271e+07,7.10324e+07,2.80996
1.01265e+12,2.73733,2.65867,-6.71636e+07,2.31235e+07,7.10327e+07,2.81002
1.01268e+12,2.7374,2.65874,-6.71652e+07,2.31199e+07,7.1033e+07,2.81007
1.01271e+12,2.73747,2.65882,-6.71668e+07,2.31163e+07,7.10334e+07,2.81013
1.01274e+12,2.73753,2.6589,-6.71683e+07,2.31127e+07,7.10337e+07,2.81018
1.01277e+12,2.7376,2.65898,-6.71699e+07,2.31091e+07,7.1034e+07,2.81024
1.0128e+12,2.73767,2.65906,-6.71715e+07,2.31055e+07,7.10343e+07,2.81029
1.01283e+12,2.73773,2.65914,-6.7173e+07,2.31019e+07,7.10346e+07,2.81035
